epoch,acc,loss,val_acc,val_loss
0,0.6578079535935714,0.6247470665625526,0.7075252,0.5844255651587937
1,0.7854510184633975,0.46449949481785585,0.79596585,0.48542427924180603
2,0.9028128031037828,0.2418006985700327,0.83320403,0.4553211832157487
3,0.9600387972841901,0.10597037521835008,0.85415053,0.4196482807097276
4,0.9840931134820563,0.05019953997826491,0.8688906,0.5044267726924828
5,0.9893307468477207,0.03439002094887898,0.8378588,0.5985233434139988
6,0.9897187196896218,0.03310247393734626,0.8533747,0.6262217204269279
7,0.9879728419010669,0.03677646968092329,0.8688906,0.6626956501702544
8,0.9873908826382153,0.03316153108587653,0.8642358,0.6079645541585444
9,0.9945683802133851,0.01572547280297377,0.8378588,0.6361529858561797
