epoch,acc,loss,val_acc,val_loss
0,0.5606207566511041,0.8002671149375945,0.66873544,0.6146792144716202
1,0.7398642095400221,0.5313678939115873,0.78277737,0.4775081527982228
2,0.8564500484966052,0.34270743914707325,0.840962,0.35157965282028825
3,0.9340446168768186,0.18603341689353192,0.8813033,0.2890217983047568
4,0.9683802133850631,0.0995962107013893,0.89526767,0.27517694794364084
5,0.9848690591658584,0.05342585226063816,0.8991466,0.2888924540985084
6,0.9932104752667313,0.02860346593194895,0.9038014,0.3211184369213735
7,0.9968962172647915,0.01696841870559918,0.905353,0.3502333021792818
8,0.9984481086323957,0.011592825677627056,0.9038014,0.3896704090020747
9,0.9988360814742968,0.009049250591627821,0.89759505,0.4245161799333926
