epoch,acc,loss,val_acc,val_loss
0,0.46731328826639745,17.472562052426582,0.5810706,0.6820219881873061
1,0.554413191203812,0.6837261765357017,0.62373936,0.6337062837173071
2,0.7241513094314664,0.5904376549268671,0.7595035,0.5087316792727071
3,0.8281280310493898,0.39365851023495485,0.8099302,0.587073254344813
4,0.9253152279340446,0.21527257188251306,0.8417378,0.5660905682642946
5,0.9608147429679922,0.12265343744737736,0.8432894,0.5367054717313235
6,0.9759456838136964,0.08102523924567882,0.85415053,0.5901695130128468
7,0.9714839961202716,0.0939567183905889,0.86190844,0.5866172548594449
8,0.9891367604267701,0.04079692310678017,0.8696664,0.64173108353182
9,0.9943743937924345,0.023744318395388736,0.8719938,0.6781403139823162
